0.34065646,-0.22728188,-0.5020282,-0.57142705,0.33818412,3.205358,-1.6719569,0.34584135,1.1160059,0.902506
1.0518059,1.2927376,-0.3543236,0.31227776,-0.027643312,1.7782383,0.956029,-0.59908277,-0.7092069,-0.4703835
0.15339957,-1.6441869,-0.6348994,1.7361761,1.121127,-0.23323132,0.08135909,0.81665903,0.7099855,-0.33476624
-0.44456977,-0.7682157,0.7336707,0.7303714,-1.0929918,0.2670213,0.41696197,0.67844427,-1.8725605,2.5768085
0.65040857,0.27134624,-0.7864077,-1.1853598,-0.11975507,0.6732257,2.1220446,1.2677617,-0.40693426,-0.8391505
-0.8787541,-0.057652395,1.6408228,-0.730994,-0.19228512,-0.45316142,-0.8670246,1.0468559,-1.2949752,-0.61724555
-0.11884087,1.3925152,1.6423306,1.4717212,0.19353521,0.16567793,0.7416829,0.2878756,0.9215671,0.36833796
0.54069257,-0.18597016,0.22805938,0.30025136,0.18304476,0.6303736,0.67720175,1.7635912,0.5568197,1.0724301
1.0838338,0.61322236,0.35603806,0.4865351,-0.012062756,0.1406954,1.1029363,1.1958704,-0.31362313,-0.18829073
0.41898796,-1.099,1.8552128,0.3750698,-0.104382075,0.18276507,-0.7000189,1.7990175,-0.01640197,-0.95991814
0.5722285,1.5084364,1.3976256,-0.074261054,-0.4195545,0.009143966,0.803298,2.1145837,0.33121294,-0.50228864
-1.5782392,-0.7745313,0.7792642,-0.80397475,-0.040765088,-0.6930708,0.894219,0.5486423,-0.396562,1.1087266
0.2182018,0.75329417,-0.21514092,2.2968943,-0.6404356,-0.80462086,0.61745995,1.6083852,0.36977914,1.0907538
-0.23321383,0.33766118,-0.8856091,1.6892829,-1.1751018,1.0144287,-0.088605046,1.808723,-0.17431052,-0.8296493
-0.93885434,-1.3365204,-0.1985329,0.19644713,0.5236317,1.6451645,-0.60216665,0.8565095,1.2764266,2.5454676
-0.62729895,0.15381528,-0.41986218,0.41085067,-0.32174253,1.1515583,1.4618963,0.81964463,0.9332878,0.40349585
0.66473657,0.6210496,0.39837041,-0.009250191,-0.5341979,1.4557041,0.992412,-0.023047313,-0.6076283,0.48938563
-0.055250034,2.5915244,0.42605922,0.35384807,0.18467164,0.1853682,-1.4146773,2.282129,1.3404771,-0.776484
0.6976983,0.75073206,0.3271234,0.40491086,-0.04618642,0.7576981,0.562204,0.98615324,-0.38550857,0.33789182
-1.5877217,1.8491074,0.015235982,-0.22299857,-1.6938491,0.41539404,0.14662133,-0.8631972,0.59988725,-0.061157007
